,0
43,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x, -y, z'], ['x, y, z', '-x+1/2, -y+1/2, z'], ['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x+1/2, -y+3/2, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x+3/2, -y+1/2, z'], ['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+3/2, -y+3/2, z']]]"
44,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x, y, z'], ['x, y, z', '-x, y, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', '-x+1, y, z']], [['x, y, z', 'x, -y, z'], ['x, y, z', 'x, -y, z'], ['x, y, z', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, z']], [['x, y, z', '-x, -y+1, z', 'x, -y+1, z', '-x, y, z'], ['x, y, z', '-x+1, -y+2, z', 'x, -y+2, z', '-x+1, y, z']], [['x, y, z', '-x, -y, z', 'x, -y, z', '-x, y, z'], ['x, y, z', '-x+1, -y+1, z', 'x, -y+1, z', '-x+1, y, z']]]"
45,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x+1, -y+2, z'], ['x, y, z', '-x+2, -y+1, z']], [['x, y, z', '-x, -y, z'], ['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+2, -y+2, z']]]"
46,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1/2, y, z'], ['x, y, z', '-x+3/2, y, z'], ['x, y, z', '-x+3/2, y, z'], ['x, y, z', '-x+5/2, y, z']], [['x, y, z', '-x, -y, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+2, -y+1, z']]]"
47,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x, y, -z+1'], ['x, y, z', 'x, y, -z+1'], ['x, y, z', 'x, y, -z+1'], ['x, y, z', 'x, y, -z+1']], [['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z']], [['x, y, z', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, z']], [['x, y, z', 'x, -y, z'], ['x, y, z', 'x, -y, z'], ['x, y, z', 'x, -y, z'], ['x, y, z', 'x, -y, z']], [['x, y, z', '-x+1, y, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', '-x+1, y, z']], [['x, y, z', '-x, y, z'], ['x, y, z', '-x, y, z'], ['x, y, z', '-x, y, z'], ['x, y, z', '-x, y, z']], [['x, y, z', '-x+1, -y+1, z', 'x, -y+1, z', '-x+1, y, z'], ['x, y, z', '-x+1, -y+1, z', 'x, -y+1, z', '-x+1, y, z']], [['x, y, z', '-x+1, -y, z', 'x, -y, z', '-x+1, y, z'], ['x, y, z', '-x+1, -y, z', 'x, -y, z', '-x+1, y, z']], [['x, y, z', '-x, -y+1, z', 'x, -y+1, z', '-x, y, z'], ['x, y, z', '-x, -y+1, z', 'x, -y+1, z', '-x, y, z']], [['x, y, z', '-x, -y, z', 'x, -y, z', '-x, y, z'], ['x, y, z', '-x, -y, z', 'x, -y, z', '-x, y, z']], [['x, y, z', '-x+1, y, -z+1', 'x, y, -z+1', '-x+1, y, z'], ['x, y, z', '-x+1, y, -z+1', 'x, y, -z+1', '-x+1, y, z']], [['x, y, z', '-x+1, y, -z', 'x, y, -z', '-x+1, y, z'], ['x, y, z', '-x+1, y, -z', 'x, y, -z', '-x+1, y, z']], [['x, y, z', '-x, y, -z+1', 'x, y, -z+1', '-x, y, z'], ['x, y, z', '-x, y, -z+1', 'x, y, -z+1', '-x, y, z']], [['x, y, z', '-x, y, -z', 'x, y, -z', '-x, y, z'], ['x, y, z', '-x, y, -z', 'x, y, -z', '-x, y, z']], [['x, y, z', 'x, -y+1, -z+1', 'x, y, -z+1', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, -z+1', 'x, y, -z+1', 'x, -y+1, z']], [['x, y, z', 'x, -y+1, -z', 'x, y, -z', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, -z', 'x, y, -z', 'x, -y+1, z']], [['x, y, z', 'x, -y, -z+1', 'x, y, -z+1', 'x, -y, z'], ['x, y, z', 'x, -y, -z+1', 'x, y, -z+1', 'x, -y, z']], [['x, y, z', 'x, -y, -z', 'x, y, -z', 'x, -y, z'], ['x, y, z', 'x, -y, -z', 'x, y, -z', 'x, -y, z']], [['x, y, z', '-x+1, -y+1, z', '-x+1, y, -z+1', 'x, -y+1, -z+1', '-x+1, -y+1, -z+1', 'x, y, -z+1', 'x, -y+1, z', '-x+1, y, z']], [['x, y, z', '-x, -y+1, z', '-x, y, -z+1', 'x, -y+1, -z+1', '-x, -y+1, -z+1', 'x, y, -z+1', 'x, -y+1, z', '-x, y, z']], [['x, y, z', '-x+1, -y+1, z', '-x+1, y, -z', 'x, -y+1, -z', '-x+1, -y+1, -z', 'x, y, -z', 'x, -y+1, z', '-x+1, y, z']], [['x, y, z', '-x, -y+1, z', '-x, y, -z', 'x, -y+1, -z', '-x, -y+1, -z', 'x, y, -z', 'x, -y+1, z', '-x, y, z']], [['x, y, z', '-x+1, -y, z', '-x+1, y, -z+1', 'x, -y, -z+1', '-x+1, -y, -z+1', 'x, y, -z+1', 'x, -y, z', '-x+1, y, z']], [['x, y, z', '-x, -y, z', '-x, y, -z+1', 'x, -y, -z+1', '-x, -y, -z+1', 'x, y, -z+1', 'x, -y, z', '-x, y, z']], [['x, y, z', '-x+1, -y, z', '-x+1, y, -z', 'x, -y, -z', '-x+1, -y, -z', 'x, y, -z', 'x, -y, z', '-x+1, y, z']], [['x, y, z', '-x, -y, z', '-x, y, -z', 'x, -y, -z', '-x, -y, -z', 'x, y, -z', 'x, -y, z', '-x, y, z']]]"
48,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1/2, -y+3/2, z'], ['x, y, z', '-x+1/2, -y+3/2, z'], ['x, y, z', '-x+3/2, -y+1/2, z'], ['x, y, z', '-x+3/2, -y+1/2, z']], [['x, y, z', '-x+1/2, -y+1/2, z'], ['x, y, z', '-x+1/2, -y+1/2, z'], ['x, y, z', '-x+3/2, -y+3/2, z'], ['x, y, z', '-x+3/2, -y+3/2, z']], [['x, y, z', '-x+3/2, y, -z+1/2'], ['x, y, z', '-x+3/2, y, -z+1/2'], ['x, y, z', '-x+1/2, y, -z+3/2'], ['x, y, z', '-x+1/2, y, -z+3/2']], [['x, y, z', '-x+1/2, y, -z+1/2'], ['x, y, z', '-x+1/2, y, -z+1/2'], ['x, y, z', '-x+3/2, y, -z+3/2'], ['x, y, z', '-x+3/2, y, -z+3/2']], [['x, y, z', 'x, -y+1/2, -z+3/2'], ['x, y, z', 'x, -y+1/2, -z+3/2'], ['x, y, z', 'x, -y+3/2, -z+1/2'], ['x, y, z', 'x, -y+3/2, -z+1/2']], [['x, y, z', 'x, -y+1/2, -z+1/2'], ['x, y, z', 'x, -y+1/2, -z+1/2'], ['x, y, z', 'x, -y+3/2, -z+3/2'], ['x, y, z', 'x, -y+3/2, -z+3/2']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x, -y+1, -z+1']], [['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y, -z']], [['x, y, z', '-x+1/2, -y+3/2, z', '-x+1/2, y, -z+1/2', 'x, -y+3/2, -z+1/2'], ['x, y, z', '-x+3/2, -y+1/2, z', '-x+3/2, y, -z+3/2', 'x, -y+1/2, -z+3/2']], [['x, y, z', '-x+1/2, -y+1/2, z', '-x+1/2, y, -z+3/2', 'x, -y+1/2, -z+3/2'], ['x, y, z', '-x+3/2, -y+3/2, z', '-x+3/2, y, -z+1/2', 'x, -y+3/2, -z+1/2']], [['x, y, z', '-x+3/2, -y+1/2, z', '-x+3/2, y, -z+1/2', 'x, -y+1/2, -z+1/2'], ['x, y, z', '-x+1/2, -y+3/2, z', '-x+1/2, y, -z+3/2', 'x, -y+3/2, -z+3/2']], [['x, y, z', '-x+1/2, -y+1/2, z', '-x+1/2, y, -z+1/2', 'x, -y+1/2, -z+1/2'], ['x, y, z', '-x+3/2, -y+3/2, z', '-x+3/2, y, -z+3/2', 'x, -y+3/2, -z+3/2']]]"
49,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z+1'], ['x, y, z', 'x, y, -z+1']], [['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x+1, -y, z']], [['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x, -y+1, z']], [['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+1, -y+1, z']], [['x, y, z', '-x, -y, z'], ['x, y, z', '-x, -y, z'], ['x, y, z', '-x, -y, z'], ['x, y, z', '-x, -y, z']], [['x, y, z', '-x+1, y, -z+1/2'], ['x, y, z', '-x+1, y, -z+1/2'], ['x, y, z', '-x+1, y, -z+3/2'], ['x, y, z', '-x+1, y, -z+3/2']], [['x, y, z', '-x, y, -z+1/2'], ['x, y, z', '-x, y, -z+1/2'], ['x, y, z', '-x, y, -z+3/2'], ['x, y, z', '-x, y, -z+3/2']], [['x, y, z', 'x, -y+1, -z+1/2'], ['x, y, z', 'x, -y+1, -z+1/2'], ['x, y, z', 'x, -y+1, -z+3/2'], ['x, y, z', 'x, -y+1, -z+3/2']], [['x, y, z', 'x, -y, -z+1/2'], ['x, y, z', 'x, -y, -z+1/2'], ['x, y, z', 'x, -y, -z+3/2'], ['x, y, z', 'x, -y, -z+3/2']], [['x, y, z', '-x+1, -y+1, z', '-x+1, y, -z+1/2', 'x, -y+1, -z+1/2'], ['x, y, z', '-x+1, -y+1, z', '-x+1, y, -z+3/2', 'x, -y+1, -z+3/2']], [['x, y, z', '-x, -y+1, z', '-x, y, -z+1/2', 'x, -y+1, -z+1/2'], ['x, y, z', '-x, -y+1, z', '-x, y, -z+3/2', 'x, -y+1, -z+3/2']], [['x, y, z', '-x+1, -y, z', '-x+1, y, -z+1/2', 'x, -y, -z+1/2'], ['x, y, z', '-x+1, -y, z', '-x+1, y, -z+3/2', 'x, -y, -z+3/2']], [['x, y, z', '-x, -y, z', '-x, y, -z+1/2', 'x, -y, -z+1/2'], ['x, y, z', '-x, -y, z', '-x, y, -z+3/2', 'x, -y, -z+3/2']], [['x, y, z', '-x+1, -y, z', '-x+1, -y, -z', 'x, y, -z'], ['x, y, z', '-x+1, -y, z', '-x+1, -y, -z+1', 'x, y, -z+1']], [['x, y, z', '-x, -y+1, z', '-x, -y+1, -z', 'x, y, -z'], ['x, y, z', '-x, -y+1, z', '-x, -y+1, -z+1', 'x, y, -z+1']], [['x, y, z', '-x+1, -y+1, z', '-x+1, -y+1, -z', 'x, y, -z'], ['x, y, z', '-x+1, -y+1, z', '-x+1, -y+1, -z+1', 'x, y, -z+1']], [['x, y, z', '-x, -y, z', '-x, -y, -z', 'x, y, -z'], ['x, y, z', '-x, -y, z', '-x, -y, -z+1', 'x, y, -z+1']]]"
50,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1/2, -y+3/2, z'], ['x, y, z', '-x+1/2, -y+3/2, z'], ['x, y, z', '-x+3/2, -y+1/2, z'], ['x, y, z', '-x+3/2, -y+1/2, z']], [['x, y, z', '-x+1/2, -y+1/2, z'], ['x, y, z', '-x+1/2, -y+1/2, z'], ['x, y, z', '-x+3/2, -y+3/2, z'], ['x, y, z', '-x+3/2, -y+3/2, z']], [['x, y, z', '-x+1/2, y, -z+1'], ['x, y, z', '-x+1/2, y, -z+1'], ['x, y, z', '-x+3/2, y, -z+1'], ['x, y, z', '-x+3/2, y, -z+1']], [['x, y, z', '-x+1/2, y, -z'], ['x, y, z', '-x+1/2, y, -z'], ['x, y, z', '-x+3/2, y, -z'], ['x, y, z', '-x+3/2, y, -z']], [['x, y, z', 'x, -y+1/2, -z+1'], ['x, y, z', 'x, -y+1/2, -z+1'], ['x, y, z', 'x, -y+3/2, -z+1'], ['x, y, z', 'x, -y+3/2, -z+1']], [['x, y, z', 'x, -y+1/2, -z'], ['x, y, z', 'x, -y+1/2, -z'], ['x, y, z', 'x, -y+3/2, -z'], ['x, y, z', 'x, -y+3/2, -z']], [['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x, -y+1, -z+1']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y+1, -z']], [['x, y, z', '-x+1/2, -y+1/2, z', '-x+1/2, y, -z+1', 'x, -y+1/2, -z+1'], ['x, y, z', '-x+3/2, -y+3/2, z', '-x+3/2, y, -z+1', 'x, -y+3/2, -z+1']], [['x, y, z', '-x+3/2, -y+1/2, z', '-x+3/2, y, -z+1', 'x, -y+1/2, -z+1'], ['x, y, z', '-x+1/2, -y+3/2, z', '-x+1/2, y, -z+1', 'x, -y+3/2, -z+1']], [['x, y, z', '-x+3/2, -y+1/2, z', '-x+3/2, y, -z', 'x, -y+1/2, -z'], ['x, y, z', '-x+1/2, -y+3/2, z', '-x+1/2, y, -z', 'x, -y+3/2, -z']], [['x, y, z', '-x+1/2, -y+1/2, z', '-x+1/2, y, -z', 'x, -y+1/2, -z'], ['x, y, z', '-x+3/2, -y+3/2, z', '-x+3/2, y, -z', 'x, -y+3/2, -z']]]"
51,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1/2, y, z'], ['x, y, z', '-x+1/2, y, z'], ['x, y, z', '-x+3/2, y, z'], ['x, y, z', '-x+3/2, y, z']], [['x, y, z', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, z'], ['x, y, z', 'x, -y+1, z']], [['x, y, z', 'x, -y, z'], ['x, y, z', 'x, -y, z'], ['x, y, z', 'x, -y, z'], ['x, y, z', 'x, -y, z']], [['x, y, z', '-x, y, -z+1'], ['x, y, z', '-x+1, y, -z+1'], ['x, y, z', '-x, y, -z+1'], ['x, y, z', '-x+1, y, -z+1']], [['x, y, z', '-x, y, -z'], ['x, y, z', '-x+1, y, -z'], ['x, y, z', '-x, y, -z'], ['x, y, z', '-x+1, y, -z']], [['x, y, z', '-x+1/2, -y+1, z', 'x, -y+1, z', '-x+1/2, y, z'], ['x, y, z', '-x+3/2, -y+1, z', 'x, -y+1, z', '-x+3/2, y, z']], [['x, y, z', '-x+1/2, -y, z', 'x, -y, z', '-x+1/2, y, z'], ['x, y, z', '-x+3/2, -y, z', 'x, -y, z', '-x+3/2, y, z']], [['x, y, z', '-x, y, -z+1', '-x, -y+1, -z+1', 'x, -y+1, z'], ['x, y, z', '-x+1, y, -z+1', '-x+1, -y+1, -z+1', 'x, -y+1, z']], [['x, y, z', '-x, y, -z+1', '-x, -y, -z+1', 'x, -y, z'], ['x, y, z', '-x+1, y, -z+1', '-x+1, -y, -z+1', 'x, -y, z']], [['x, y, z', '-x, y, -z', '-x, -y+1, -z', 'x, -y+1, z'], ['x, y, z', '-x+1, y, -z', '-x+1, -y+1, -z', 'x, -y+1, z']], [['x, y, z', '-x, y, -z', '-x, -y, -z', 'x, -y, z'], ['x, y, z', '-x+1, y, -z', '-x+1, -y, -z', 'x, -y, z']]]"
52,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x, -y+1/2, -z+1/2'], ['x, y, z', 'x, -y+3/2, -z+1/2'], ['x, y, z', 'x, -y+3/2, -z+3/2'], ['x, y, z', 'x, -y+1/2, -z+3/2']], [['x, y, z', '-x+1/2, -y, z'], ['x, y, z', '-x+1/2, -y+1, z'], ['x, y, z', '-x+3/2, -y, z'], ['x, y, z', '-x+3/2, -y+1, z']], [['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x, -y+1, -z']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x, -y+1, -z+1']]]"
53,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x, y, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', '-x, y, z']], [['x, y, z', '-x+1/2, y, -z+1/2'], ['x, y, z', '-x+1/2, y, -z+3/2'], ['x, y, z', '-x+3/2, y, -z+3/2'], ['x, y, z', '-x+3/2, y, -z+1/2']], [['x, y, z', 'x, -y+1, -z'], ['x, y, z', 'x, -y+1, -z+1'], ['x, y, z', 'x, -y+1, -z'], ['x, y, z', 'x, -y+1, -z+1']], [['x, y, z', 'x, -y, -z'], ['x, y, z', 'x, -y, -z+1'], ['x, y, z', 'x, -y, -z'], ['x, y, z', 'x, -y, -z+1']], [['x, y, z', 'x, -y+1, -z', '-x, -y+1, -z', '-x, y, z'], ['x, y, z', 'x, -y+1, -z+1', '-x+1, -y+1, -z+1', '-x+1, y, z']], [['x, y, z', 'x, -y+1, -z', '-x+1, -y+1, -z', '-x+1, y, z'], ['x, y, z', 'x, -y+1, -z+1', '-x, -y+1, -z+1', '-x, y, z']], [['x, y, z', 'x, -y, -z', '-x+1, -y, -z', '-x+1, y, z'], ['x, y, z', 'x, -y, -z+1', '-x, -y, -z+1', '-x, y, z']], [['x, y, z', 'x, -y, -z', '-x, -y, -z', '-x, y, z'], ['x, y, z', 'x, -y, -z+1', '-x+1, -y, -z+1', '-x+1, y, z']]]"
54,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1/2, -y+1, z'], ['x, y, z', '-x+3/2, -y+1, z'], ['x, y, z', '-x+3/2, -y+1, z'], ['x, y, z', '-x+1/2, -y+1, z']], [['x, y, z', '-x+1/2, -y, z'], ['x, y, z', '-x+3/2, -y, z'], ['x, y, z', '-x+3/2, -y, z'], ['x, y, z', '-x+1/2, -y, z']], [['x, y, z', '-x, y, -z+1/2'], ['x, y, z', '-x+1, y, -z+1/2'], ['x, y, z', '-x, y, -z+3/2'], ['x, y, z', '-x+1, y, -z+3/2']], [['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x+1, -y, -z+1']]]"
55,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x, y, -z+1'], ['x, y, z', 'x, y, -z+1'], ['x, y, z', 'x, y, -z+1'], ['x, y, z', 'x, y, -z+1']], [['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z']], [['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x+1, -y, z']], [['x, y, z', '-x, -y, z'], ['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x, -y, z'], ['x, y, z', '-x+1, -y+1, z']], [['x, y, z', '-x, -y+1, z', '-x, -y+1, -z+1', 'x, y, -z+1'], ['x, y, z', '-x+1, -y, z', '-x+1, -y, -z+1', 'x, y, -z+1']], [['x, y, z', '-x, -y+1, z', '-x, -y+1, -z', 'x, y, -z'], ['x, y, z', '-x+1, -y, z', '-x+1, -y, -z', 'x, y, -z']], [['x, y, z', '-x, -y, z', '-x, -y, -z+1', 'x, y, -z+1'], ['x, y, z', '-x+1, -y+1, z', '-x+1, -y+1, -z+1', 'x, y, -z+1']], [['x, y, z', '-x, -y, z', '-x, -y, -z', 'x, y, -z'], ['x, y, z', '-x+1, -y+1, z', '-x+1, -y+1, -z', 'x, y, -z']]]"
56,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1/2, -y+3/2, z'], ['x, y, z', '-x+3/2, -y+1/2, z'], ['x, y, z', '-x+3/2, -y+1/2, z'], ['x, y, z', '-x+1/2, -y+3/2, z']], [['x, y, z', '-x+1/2, -y+1/2, z'], ['x, y, z', '-x+3/2, -y+3/2, z'], ['x, y, z', '-x+3/2, -y+3/2, z'], ['x, y, z', '-x+1/2, -y+1/2, z']], [['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y, -z']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y, -z+1']]]"
57,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x, y, -z+1/2'], ['x, y, z', 'x, y, -z+3/2'], ['x, y, z', 'x, y, -z+1/2'], ['x, y, z', 'x, y, -z+3/2']], [['x, y, z', 'x, -y+1/2, -z'], ['x, y, z', 'x, -y+3/2, -z+1'], ['x, y, z', 'x, -y+3/2, -z'], ['x, y, z', 'x, -y+1/2, -z+1']], [['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x+1, -y+1, -z']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x, -y+1, -z']]]"
58,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z'], ['x, y, z', 'x, y, -z+1'], ['x, y, z', 'x, y, -z+1']], [['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x+1, -y, z']], [['x, y, z', '-x, -y, z'], ['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x, -y, z'], ['x, y, z', '-x+1, -y+1, z']], [['x, y, z', '-x, -y+1, z', '-x, -y+1, -z+1', 'x, y, -z+1'], ['x, y, z', '-x+1, -y, z', '-x+1, -y, -z', 'x, y, -z']], [['x, y, z', '-x, -y+1, z', '-x, -y+1, -z', 'x, y, -z'], ['x, y, z', '-x+1, -y, z', '-x+1, -y, -z+1', 'x, y, -z+1']], [['x, y, z', '-x, -y, z', '-x, -y, -z+1', 'x, y, -z+1'], ['x, y, z', '-x+1, -y+1, z', '-x+1, -y+1, -z', 'x, y, -z']], [['x, y, z', '-x, -y, z', '-x, -y, -z', 'x, y, -z'], ['x, y, z', '-x+1, -y+1, z', '-x+1, -y+1, -z+1', 'x, y, -z+1']]]"
59,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x, -y+1/2, z'], ['x, y, z', 'x, -y+1/2, z'], ['x, y, z', 'x, -y+3/2, z'], ['x, y, z', 'x, -y+3/2, z']], [['x, y, z', '-x+1/2, y, z'], ['x, y, z', '-x+1/2, y, z'], ['x, y, z', '-x+3/2, y, z'], ['x, y, z', '-x+3/2, y, z']], [['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y, -z+1']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y, -z']], [['x, y, z', '-x+1/2, -y+3/2, z', 'x, -y+3/2, z', '-x+1/2, y, z'], ['x, y, z', '-x+3/2, -y+1/2, z', 'x, -y+1/2, z', '-x+3/2, y, z']], [['x, y, z', '-x+1/2, -y+1/2, z', 'x, -y+1/2, z', '-x+1/2, y, z'], ['x, y, z', '-x+3/2, -y+3/2, z', 'x, -y+3/2, z', '-x+3/2, y, z']]]"
60,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x, y, -z+1/2'], ['x, y, z', '-x+1, y, -z+3/2'], ['x, y, z', '-x, y, -z+3/2'], ['x, y, z', '-x+1, y, -z+1/2']], [['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y, -z']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z']]]"
61,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y+1, -z+1']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y+1, -z']]]"
